,userid,age,gender,ope,con,ext,agr,neu
7111,d09b25568fa6e875e51be3b114fe49b2,20.0,1.0,4.0,2.5,4.25,3.5,3.0
7112,0ea51637080c941df96192ee2410a634,22.0,1.0,3.6,2.6,3.6,4.7,1.7
7113,bd880d60e4e503a7fffbf47d88cf80fc,24.0,0.0,4.45,3.2,3.2,2.8,1.95
7114,11baf834b355ce204db1a1ac84e51317,24.0,0.0,4.75,4.0,4.0,4.0,2.0
7115,f10bbc6579e5cf1d3c36b6b1202b4c08,19.0,1.0,3.15,3.85,2.9,2.95,2.1
7116,27c32507c21d690d10dc95d1d1e50ece,19.0,0.0,3.5,4.0,4.25,3.5,2.0
7117,7461f3b85a5d25d4d9727da0f35b7069,21.0,0.0,3.75,4.0,4.5,3.25,1.5
7118,b433fe0ff4cef844f7c9897eea9bb6af,69.0,1.0,3.5,4.0,3.5,4.75,3.0
7119,6f9066c1f6ee4344915bc74faf5093d8,29.0,0.0,3.75,3.0,2.75,1.75,4.0
7120,5912f955fa43691daee8297728fb679c,22.0,0.0,3.95,2.7,3.85,3.8,2.0
7121,a4c02637d45e8371762d9e8d4d0711e3,47.0,1.0,2.5,5.0,3.5,4.0,3.0
7122,76e7ca7dc122128f9ee348e084609636,21.0,1.0,4.4,4.0,3.2,3.47,3.2
7123,74f7760fda5d1c9eb72af82c987891d5,27.0,1.0,4.25,4.75,3.25,3.75,2.5
7124,01b9aac4f35dd738d266e603dc2c97d7,61.0,1.0,3.2,4.4,3.6,4.3,1.75
7125,859c84da14858bac7c88e96778cbad04,20.0,0.0,4.15,2.35,2.1,2.8,2.3
7126,83719fa5839f9cbd7f05d1c10b43f039,20.0,0.0,3.6,3.7,3.1,3.85,2.55
7127,f05df660463e3b97d84acdb60c700af5,19.0,0.0,4.65,3.25,3.45,3.5,2.0
7128,43a1b772ebba742505799b112be64de8,21.0,0.0,3.25,3.0,4.0,3.5,3.25
7129,76687dbece8e30bb37e3d4fc87817a83,21.0,1.0,4.25,3.25,3.75,2.75,2.25
7130,7ce988dca00e01304b4b12be97084571,25.0,0.0,4.25,3.5,3.5,4.75,3.25
7131,383c2816ebe547ddfec7e17fd89638d0,22.0,0.0,4.75,3.25,3.5,4.5,3.25
7132,edbcc7f49dd7ab5a5816d29fba85cfa5,17.0,0.0,4.5,4.05,4.4,3.2,2.35
7133,279b998c643287bc9203863c1cc8b518,21.0,1.0,3.9,3.8,4.05,3.6,1.9
7134,854d48514e03c71fa1bd21580f993285,20.0,0.0,4.3,3.35,3.5,3.4,2.4
7135,766cc47842cfa86da636dfb40941c36b,20.0,1.0,3.5,4.25,3.0,3.0,3.25
7136,dbc20c8d4fd816f8210c87a033c923de,23.0,0.0,3.75,2.75,3.0,3.75,3.0
7137,c6d27e2789c1d3522f732e89df7e0274,22.0,1.0,4.0,3.5,4.0,4.25,2.75
7138,154435e08c03b16241dccb36bb4ce51d,25.0,1.0,2.75,4.75,4.5,3.25,3.25
7139,6439cb8a999ef4a79737198b3bd21575,20.0,1.0,4.2,3.55,3.65,3.85,2.25
7140,3be923c705401827c1efb541343c6227,44.0,0.0,3.25,4.25,2.25,2.75,1.75
7141,8a1048001c9344e3d5346644abc40c52,36.0,1.0,4.45,3.68,3.55,3.65,2.85
7142,1305681f4bc3983f2af24a6133b3dbe4,26.0,1.0,3.75,3.75,3.75,3.25,3.25
7143,714812bf7856a4b09b69642db2c47dde,18.0,1.0,4.25,3.5,3.5,3.75,2.75
7144,6047fa234021b40c80ccfef9cc41d86f,19.0,0.0,4.75,4.25,4.75,2.5,2.0
7145,b9057e9ccd0f713afa9ca5d31f3b3170,43.0,1.0,4.5,2.5,5.0,3.25,3.5
7146,5a7cbf0a1ac748ae1ab9ac82a02b45ae,18.0,1.0,3.5,2.35,1.95,3.11,3.85
7147,86d770b80984131190eafc3e0869deae,38.0,1.0,3.75,4.75,5.0,3.75,3.0
7148,3f1a950f413b488c766fe7703805791f,29.0,1.0,4.25,2.67,3.5,3.75,3.0
7149,e71446b87b6612f7449041c5db2dd637,18.0,1.0,4.25,2.75,4.0,4.0,3.5
7150,e6272a930e9f044ffb534247179892ad,34.0,1.0,3.5,4.0,3.25,2.75,2.25
7151,a8b343e622dc99d81c0a6c69608b590a,23.0,0.0,3.5,3.0,3.5,3.5,2.5
7152,54a8aa72bf7290d3894a0228b4833224,19.0,0.0,4.25,3.25,4.0,3.0,2.5
7153,dafd8b4ca44545305b7f474497aa88be,23.0,1.0,4.6,4.3,4.0,3.95,2.85
7154,36d01111cfeb1744f6e2b03a8894e62f,23.0,1.0,3.0,3.0,4.5,4.5,1.5
7155,934098706df82da8e305ebfcaf9614bc,40.0,1.0,4.25,3.75,3.25,3.5,3.0
7156,ec91d7e9fbaabc9b191c76fbb42dbdab,18.0,1.0,4.4,3.75,3.47,3.05,3.5
7157,b4d516611aa81529c03d9edb0e6689f5,18.0,0.0,4.0,4.0,5.0,2.75,2.75
7158,dad7b87c2381f8baea7aa1928565e335,22.0,1.0,4.5,2.5,3.5,4.0,2.5
7159,20335a77ba3854160ed9de6c61e29217,18.0,1.0,3.7,3.9,2.65,3.65,3.4
7160,08471fefb2e478db426e316106c25f1f,17.0,0.0,4.25,3.25,5.0,3.25,4.0
7161,210c59484f3c24142e1b1c7de3320b6a,22.0,0.0,3.95,3.5,4.05,3.3,2.35
7162,8a7818a987a0f312c9d527cc4c3fc9ca,32.0,0.0,5.0,4.25,4.75,4.0,2.25
7163,3d05f2ca9a9060e2ab724320789669f3,28.0,0.0,3.9,3.1,3.9,3.0,2.2
7164,a6a2cdca89afc20511ca103b3cf6947c,23.0,0.0,4.0,3.5,2.25,2.75,3.0
7165,5ad1cc7195481b7d40b96105b2865773,40.0,1.0,3.25,4.5,4.5,4.0,1.5
7166,0d983490116ab22ec724bcb67574e0cb,19.0,0.0,3.25,3.5,2.75,3.0,4.0
7167,1dbaf77f09f0bc30b2038e99ed3b98da,25.0,1.0,3.5,3.5,3.0,3.75,3.0
7168,6c62acaa78773a67b5725e5382c9fae6,21.0,1.0,3.55,4.6,3.9,4.6,2.9
7169,8dcc9f576fe9f3c48f26687c36c5a861,24.0,0.0,4.0,4.0,4.75,4.5,1.75
7170,887e41fde31770968dcd8f73da8d378c,25.0,1.0,3.75,3.5,2.5,3.5,2.0
7171,96795b59d53aef889f9e79290e73bd3b,27.0,1.0,4.25,3.22,3.75,3.15,2.75
7172,6bc0368e558fbebb939a85aeb338f258,23.0,0.0,3.5,4.0,2.75,4.75,1.25
7173,04132fdec05040f5d18d6c680a937f1f,21.0,0.0,3.85,3.8,3.63,3.95,2.1
7174,e91dfa6aaa0b15a53de586a8e945f3df,28.0,1.0,4.2,3.45,2.45,4.15,3.25
7175,fe126204004e31194a7fa991ed0c2b79,52.0,1.0,4.0,4.5,5.0,5.0,2.0
7176,74da438b45458fab808e57a2cbc51441,65.0,1.0,3.84,3.63,4.25,3.3,2.8
7177,b91223a6d2731f864bbf40c99a8616aa,26.0,0.0,3.0,3.67,3.25,3.5,2.75
7178,87dc74e18bc23365b8bbe97981de3ea0,27.0,0.0,5.0,3.75,2.25,3.55,3.65
7179,10447fa135c89e17d19dd32c629cde92,30.0,1.0,4.75,2.75,4.25,4.25,3.75
7180,c7a1136554bff6da53adaaba0325f6d0,19.0,0.0,4.25,2.25,4.33,2.67,2.0
7181,72d937c407e7b1cc0e29b22c414f96c6,26.0,0.0,3.0,3.25,4.0,4.25,1.5
7182,1f8184277a7a8bdc34469bd9a76e3800,32.0,1.0,3.8,3.15,2.95,4.1,2.9
7183,bf08349504e319204a41e632e3ecf953,39.0,1.0,3.0,3.75,4.25,3.5,1.5
7184,cbfac7c98974dfd6e86b52d1f46bb8b5,25.0,1.0,4.25,2.75,4.0,4.0,3.25
7185,d8d00b1f94d74fc76ce111765fe727b8,44.0,0.0,3.5,3.25,3.75,4.5,2.5
7186,4f03fc6b830bae8dcbbc5cc9a70f107d,26.0,0.0,4.25,4.75,2.0,4.5,1.75
7187,2e6509728deebfc6774fd3d1bd5418bb,32.0,0.0,4.1,3.25,4.1,2.9,2.6
7188,61ad2ba4f2d32cbac01966c944936e97,25.0,0.0,4.0,3.25,4.5,3.5,1.75
7189,def05979375cf7c5de21f543d1cb3b44,20.0,1.0,5.0,3.75,3.75,4.0,2.25
7190,9f47e0632f8a6bea1f7932bab680fdf2,31.0,1.0,4.5,4.0,4.25,2.75,1.5
7191,7bbe375c9c184fc47e5fc0d5bac72608,34.0,1.0,3.5,2.5,2.5,3.5,3.75
7192,a74d2447ea909f98aa2f8cae0c0a2d50,27.0,0.0,3.25,2.75,2.5,3.0,3.75
7193,f1ad851a58debfac881428aca7404ee6,27.0,0.0,4.75,3.2,3.9,3.55,1.65
7194,8ba13d5c92b42def9f0a3943dbf240ce,22.0,0.0,3.4,3.0,3.5,3.4,2.8
7195,a94b69a9e3f7f8e9669909ccc57157b8,38.0,1.0,4.67,4.67,2.5,4.75,1.0
7196,0f72f5ee8b637026b51128309afd78e0,27.0,0.0,4.5,3.05,3.5,3.2,3.0
7197,ae6f44ffe16ca232af553ca9c1346da4,21.0,1.0,4.25,3.75,4.75,4.25,3.25
7198,a006355f906cfc22018ec5ffd6502041,57.0,1.0,3.75,2.25,4.0,2.0,2.75
7199,7193fc0eaba725649f730781279d68db,36.0,1.0,3.75,3.5,3.5,3.75,3.25
7200,13afca13bb6d4ce202f930f51d5e8ac0,21.0,1.0,3.75,4.5,2.5,4.25,1.75
7201,b2de9c42979a597095271cfee2bedfc5,22.0,1.0,3.25,4.0,3.5,4.25,1.5
7202,ab58e20346518b2d36c200504a3350d2,21.0,0.0,3.55,2.95,3.3,3.2,2.4
7203,be5bb5695fdf353cd0d7b24091b9e21d,21.0,0.0,4.5,3.25,3.75,3.75,2.0
7204,85ee2ea298f5cd4c6ae024adde2b518e,19.0,0.0,3.8,3.0,3.45,3.75,3.6
7205,ca08643bccd3f5df64abd17b65b3040c,21.0,1.0,4.25,3.5,3.25,3.5,2.25
7206,2860e3ac238ac142550361e376b4b20c,22.0,1.0,4.0,2.5,3.5,3.0,3.25
7207,61231b4875ceb6e9dab1f9f8001f8dec,31.0,0.0,4.75,3.75,5.0,5.0,1.25
7208,41fd6cdb80ea641402b83d46262794ba,17.0,1.0,4.95,2.9,3.8,4.8,2.7
7209,65dbce2f2c54f8a59274c7a6723b7fd6,35.0,0.0,4.7,3.8,3.95,3.65,3.35
7210,fb3cab6a56c95c7ad92d410be5b56361,18.0,0.0,2.25,3.0,2.5,3.75,2.75
7211,657291ad2bcf2421cce8ecaf2bc15b34,19.0,1.0,3.5,4.25,2.5,2.75,3.25
7212,7a4d546cdada91e0fda2cde5c6de596d,29.0,1.0,2.75,4.5,3.0,4.25,3.0
7213,43a8996b92b5af2dd4e765059f6900a0,21.0,0.0,4.5,3.0,3.5,4.0,1.75
7214,e5a2fcc00bf64d5e0a6d07ab0a4eb650,37.0,1.0,3.3,3.95,2.85,3.35,1.75
7215,c960849c5bc48f917494c4d323800322,44.0,0.0,5.0,4.25,4.25,3.5,2.5
7216,65a8fc80ac37b89ffb03b14c53b80c80,32.0,1.0,4.0,3.75,3.25,4.25,1.5
7217,35005f3f5b61b769229755fb25059a62,18.0,0.0,3.55,4.15,3.89,4.05,2.65
7218,283bfcce61ce634452110ebd7efa5168,19.0,0.0,3.3,2.75,2.55,2.6,2.65
7219,0dc5b99de4fce5b07fcad99bfb93bfa8,20.0,1.0,3.7,4.5,2.5,2.95,3.37
7220,77c4bfb4de74b5bc42695a688ba67afd,38.0,1.0,4.25,4.0,2.25,4.0,4.0
7221,a2d75983e79a4e6a26cd6d1c77d3b9e0,25.0,0.0,5.0,3.75,4.25,3.5,3.0
7222,617d7e4c250caa62f7457fa13ac38ee2,23.0,0.0,2.25,3.5,2.75,4.25,1.75
7223,0c7622726b22044e75040295c5dca52c,19.0,0.0,4.0,3.74,3.1,2.9,1.6
7224,ce4a8f310c2be12763897942136fed1d,21.0,1.0,4.75,2.75,4.5,2.75,3.5
7225,af54ccfd8251c1f704d837bf1f8433d8,21.0,1.0,3.7,2.65,3.45,3.0,4.05
7226,57fa80527a25197c9f8a9c618fde446f,17.0,1.0,3.1,2.1,2.7,3.4,4.15
7227,2e27e71cbe9688be355fdf7f9305f8d5,19.0,1.0,4.25,3.0,1.75,1.5,4.5
7228,1a543c42855b34c363e97df4fb5a57b0,45.0,1.0,3.75,4.91,4.58,4.17,2.33
7229,4977fdf1852c216a342d0ea8f355f6a1,17.0,1.0,4.25,4.25,4.25,4.75,2.75
7230,6f2acee6a4104b8e09240510ebd40128,28.0,1.0,3.75,4.0,4.0,3.0,3.0
7231,ce752bc2864d835e46ea91cf984ecbe6,22.0,1.0,4.0,2.75,3.5,3.75,3.0
7232,4f10040e8f23f2e0d4fc7489dca0594f,18.0,1.0,3.8,3.25,2.5,3.1,3.7
7233,e265eba1379bbdc919c4e40c7fad5943,18.0,1.0,4.25,2.25,2.25,2.0,4.5
7234,602671678b05597929fa8a5299e5c5f0,20.0,1.0,4.35,2.8,4.4,2.8,3.75
7235,0bfcc3c5bddb06e2229a630dc12faa2b,23.0,1.0,3.0,4.0,4.25,3.75,3.25
7236,f3a4be88559788c1dd37ab092aec25af,27.0,1.0,3.0,3.75,3.0,4.25,3.25
7237,a56add97c429b8004ddbda3e279d208a,28.0,1.0,4.75,3.75,4.0,4.25,1.25
7238,3e8a7c63850f83d6eed88f73f9a57a59,22.0,1.0,4.75,4.0,3.0,3.75,2.5
7239,177314124c3a6586d8c4194e2bb63e8d,18.0,1.0,3.4,3.6,2.7,2.2,3.65
7240,90114b9614ee713ccf05750b0824e6ff,18.0,1.0,3.75,3.5,4.0,4.33,2.75
7241,9ad377b5cbdcaceb17c5c7ea360cc18b,20.0,0.0,3.25,4.0,3.75,4.0,2.0
7242,fe8304c25d7825dd5204b89911c652e0,19.0,1.0,3.9,2.45,3.25,3.7,3.95
7243,7e9a9d4d048616590737c0c71dc0c42e,18.0,0.0,4.5,3.75,4.25,2.5,2.5
7244,4cb281267011e0347aa85f1ac3c5a636,31.0,0.0,4.5,3.5,3.5,4.75,3.0
7245,b413829a645991cb4205c6aca21aa20f,20.0,1.0,5.0,3.0,3.5,2.5,3.25
7246,8a1cdbc7940fcd26dac8942f6d2292d6,31.0,0.0,4.67,3.75,4.0,3.75,1.25
7247,455bc14a976f9d8afd12688d23f2eaa8,23.0,0.0,2.5,3.5,2.75,4.0,1.75
7248,ab9626c0a0ab4ee55dcaa52bff815ddc,23.0,1.0,4.25,4.25,4.25,4.5,2.25
7249,f8119c4f0f295b537a724c8d24cfc42f,41.0,0.0,4.5,4.75,2.75,4.5,1.5
7250,94366109afdccb0ce826ef9175957864,21.0,1.0,2.75,2.75,4.0,4.25,2.75
7251,6d9ace052d9efb68351d5d78f0dec4b0,33.0,1.0,4.5,4.5,1.5,4.0,3.75
7252,4cbd7d3ac8e34861f2615c49084fea08,19.0,0.0,4.5,2.75,5.0,3.5,3.75
7253,803e6dc43a7a4adc749e484a4d92f266,33.0,0.0,4.6,4.1,4.65,3.8,2.0
7254,8c9de8eadadb56ee939fa4389f3846b1,51.0,1.0,2.75,4.5,3.75,4.25,2.0
7255,747ebb890c679f492253a5f3dcc3e01b,28.0,1.0,3.5,3.25,4.0,3.5,2.25
7256,9bf4ab71345b1a82d9ced9c3a3a8cc31,28.0,0.0,4.0,2.5,3.67,3.0,3.25
7257,3e900c8ebb1bd3309889d0afe128465e,20.0,1.0,4.33,3.75,3.5,4.5,2.5
7258,87b89d2b93bac6c644d908f76912c748,21.0,1.0,4.65,3.85,3.75,3.05,3.5
7259,b338b6ccafb89229331576160bf60416,28.0,0.0,3.25,4.25,2.75,3.75,4.0
7260,e334a9188f8c93d4f14298a4a54ec237,22.0,0.0,4.05,2.0,2.5,3.2,4.1
7261,ad547d491b701e341cb994b13204b350,20.0,1.0,4.4,4.5,3.45,3.9,2.2
7262,ac28568820c1d03719950fa090551770,25.0,0.0,4.4,4.55,4.45,4.55,1.4
7263,40b17932d9dc907a51cb4ace5185cc5d,23.0,1.0,3.5,4.0,2.75,4.0,2.25
7264,e644183d99b47518bb117f347496f645,19.0,1.0,5.0,3.0,3.75,4.67,3.5
7265,9d8f16c013fcaf0916d66df1ecdce68d,24.0,1.0,3.75,3.25,5.0,1.75,3.25
7266,af0752905c167a70676a4a92465e9b81,23.0,0.0,4.0,5.0,4.25,3.25,4.25
7267,a14e9996f47aad40cea3aa6baeaf3074,35.0,1.0,2.75,3.75,2.75,2.5,2.0
7268,ce35dd4a318d83eb679581816ebbe885,20.0,1.0,4.0,2.5,4.0,3.0,3.75
7269,85ec65edc0d6c383ea1d7c5eeb977bae,31.0,0.0,3.25,3.25,4.25,4.75,2.25
7270,861b1b72436f6037e0f2c1d7209279c8,25.0,0.0,5.0,2.0,3.25,3.75,2.5
7271,c0b9a3699153f812750fdd0f3673186f,19.0,1.0,3.45,3.4,2.75,3.79,2.2
7272,d3e59a42b02002039a66fd35dcf82d8e,21.0,1.0,3.5,2.75,2.5,4.0,2.5
7273,51b49ce10b0cc9c418525f8b33e2a0f3,30.0,1.0,4.15,3.15,3.45,3.15,3.45
7274,9a19d3ce597cee8bd152e14e0abb6940,19.0,1.0,4.0,3.5,3.0,4.0,3.5
7275,0573826cce59c592ba3abdc9e8545bac,21.0,0.0,4.25,4.75,2.75,4.25,3.5
7276,d0226441e8cf41fc38a0d6d34f30f9d3,19.0,0.0,3.89,2.85,2.25,2.7,3.35
7277,b98b50274df3db28d8d18940e0131813,22.0,1.0,2.0,3.5,3.0,3.75,3.25
7278,9d781fc13f70dd59dcae5a2773e3b83d,39.0,1.0,4.8,2.35,4.7,4.25,3.15
7279,2c0b81b6c7a779f161ea05f901d37d57,20.0,0.0,3.6,2.9,2.16,2.65,3.16
7280,6e3fa6777288ef7b3444f80fd672074d,21.0,0.0,4.25,3.6,3.0,4.3,2.3
7281,3b6379a3a85534678731c453c2284a2b,18.0,1.0,4.25,3.0,2.0,3.25,3.5
7282,269c9ff3b2b14fc8c21ecf1055eba80b,20.0,0.0,3.86,2.71,3.07,3.5,3.86
7283,8433645d65556946480f8837dcca1645,19.0,1.0,3.25,3.25,4.0,3.75,2.5
7284,6c4431e5b300355d10a158649f8de798,32.0,1.0,3.25,3.5,2.5,4.25,2.75
7285,f7b2eeee88224eb9f2264b9b0caea1f4,21.0,0.0,4.0,3.25,3.75,4.0,2.75
7286,76b3896715e693e0025da3d3ea8775c2,32.0,0.0,4.25,4.25,3.67,4.0,1.25
7287,e914bd8e299fae6e41e49c4ffd115c03,24.0,0.0,4.5,3.75,2.25,5.0,3.0
7288,5d598b32018499ecdb9c5f8a3df89a81,21.0,1.0,4.05,2.8,3.9,4.5,1.35
7289,67559e1a7c7c5d88e96ab7ba7a93183d,19.0,0.0,3.0,3.4,3.15,2.7,3.2
7290,9ab4f9a0cef522223954eb004618a33e,19.0,0.0,4.25,4.0,5.0,4.25,3.0
7291,b77ba5b3ed24fd9ebbcc35c28a251167,19.0,0.0,4.75,5.0,4.25,4.25,1.5
7292,df25874f17944d7eafb6a9ad8bc026e8,22.0,1.0,3.0,3.0,3.5,3.5,3.25
7293,737f61c6fb1fdafb7c3928e0859bdfc0,20.0,1.0,3.75,4.0,4.25,3.75,3.75
7294,97370bbc8943d37d4d92109a662eacc3,30.0,1.0,2.75,5.0,4.0,4.75,2.5
7295,4f3fc35de4f026bbe96d6aead80a011c,24.0,0.0,3.25,2.5,3.25,4.0,2.25
7296,ea46e53612a19d23b224297e0f923961,40.0,0.0,4.25,4.0,2.5,4.0,4.5
7297,bdb3c37517dd53d1e12394982eae5080,19.0,0.0,4.1,2.89,3.35,3.25,2.6
7298,b514f1c45f77d38c3e5ca3a753701ddd,22.0,1.0,4.5,3.65,3.9,3.95,2.55
7299,4314ba1ed4ae4d49f1917b3b8781f72f,20.0,0.0,3.0,3.5,3.5,4.0,2.0
7300,3343003fa92de1a4570a050632c3f983,22.0,1.0,4.0,3.0,3.75,3.25,3.5
7301,1bfbf884b61e7c42ca1ee930b4c5e047,25.0,1.0,3.25,3.0,2.75,4.75,2.75
7302,894d530c3d9e1a41ae71eaffb5834bd1,21.0,0.0,4.45,4.75,4.0,4.3,1.2
7303,704b5123fc5eacbd8fa33144e2e01999,17.0,0.0,4.25,3.0,5.0,2.75,3.0
7304,938f095981c2b0c2451828afcf267c83,19.0,0.0,4.6,4.9,4.85,4.6,1.2
7305,921dc5f2591d5f7ca014ff25802db320,20.0,0.0,4.2,2.0,4.1,2.65,3.0
7306,a86da70f70c3a3cd1df376fcf266f08f,20.0,0.0,4.25,2.5,5.0,4.5,2.25
7307,71220f845b9d5a7d1780c2de054987f2,25.0,1.0,4.5,2.45,3.8,3.9,2.25
7308,9f224f1a1540a237c486f24eab49a9a9,20.0,1.0,3.75,2.75,1.75,3.5,3.0
7309,f799f0c311d3942e74559a74c650f09d,22.0,1.0,4.0,3.75,4.0,4.0,3.0
7310,aa03a183fb0d2c835e8b986ddfe6598b,21.0,1.0,3.25,4.0,4.25,3.25,2.5
7311,1d5aa19a45aee52ab79984a1018b6ff9,17.0,0.0,4.5,3.0,3.5,4.75,1.75
7312,bedeb3ad0a48ca45d8f9436720a526a6,18.0,0.0,3.5,3.6,3.95,3.55,2.85
7313,51ca7c763ce54fe98ac81faf349f5f57,20.0,0.0,3.95,4.0,3.55,3.7,3.05
7314,c758c347ecbe2991e8a3f615a7182e3f,18.0,0.0,3.35,3.6,3.68,3.1,2.85
7315,55deb86c3c7c46f90227e47174732b5d,30.0,1.0,4.3,3.55,3.25,3.94,3.75
7316,320e64cb1f75a75e6ef4e451df988d66,24.0,0.0,3.1,3.1,3.05,3.21,2.59
7317,0b1087a7f8ea1a5932c4c0f560e29a70,20.0,0.0,4.25,4.5,4.25,3.75,1.75
7318,7a6d54c28fddc195ab7af192a41ffb0d,22.0,1.0,4.35,2.75,1.8,3.4,4.1
7319,c53347af96e42d0c4f8f2a3c4150069e,23.0,0.0,3.0,3.0,4.0,3.75,3.25
7320,c0de95c7e2a878543a795145bb8d4935,29.0,1.0,3.5,3.25,3.33,3.0,4.0
7321,8e8260641ed0f9be0a7ce950130fc494,20.0,1.0,3.75,3.5,3.0,4.25,2.25
7322,460953a55227c030b34a3d6036224352,19.0,1.0,4.25,3.5,3.25,3.5,2.5
7323,bbbd4d7e9e884387b39d3d68b2fa2bd1,26.0,0.0,5.0,4.0,4.5,5.0,1.0
7324,2fa1a80e765b1b86c5bada386737afea,20.0,1.0,2.75,2.5,4.0,3.0,3.25
7325,ccfcf11883bf1f31130b95853864ce7d,19.0,1.0,4.1,3.2,4.4,4.1,3.3
7326,f3566d7e023ec01cc51e9eb7767de7c8,20.0,0.0,4.25,3.5,3.0,3.5,3.25
7327,f9364552a8d6a76955e85fffc8ef299f,23.0,0.0,3.45,3.55,3.3,3.95,2.1
7328,0e706d86b1d713534fb414449f6356d6,27.0,0.0,3.75,4.25,5.0,4.0,1.75
7329,0d9356531dbb02d711705b018a007150,21.0,0.0,4.3,2.6,3.4,4.15,3.55
7330,554782479568e123c60b53b4de10af9d,20.0,1.0,3.89,2.5,3.3,2.7,3.25
7331,2dc25f76a673bcf68c4e807a59385f87,21.0,1.0,4.25,2.75,3.0,2.75,2.75
7332,1aa985e09caa8c57c5310dfdf8649120,22.0,0.0,4.38,3.38,4.5,4.38,1.5
7333,f42871ee3e7856240c54bf95df4eec6f,19.0,1.0,2.33,4.0,5.0,4.75,2.0
7334,0e2f3bfbc34b71fb79fe9d983145a56c,48.0,0.0,3.5,2.25,1.0,2.75,4.0
7335,05a9968ca99d087bb87e633549877485,31.0,1.0,3.75,2.25,2.5,4.25,2.0
7336,537e1fd7e351e7f1a675052d81b3b10d,27.0,0.0,3.75,2.75,2.75,2.25,3.25
7337,178bdcf1b0dfa449ec449db82d4980ad,32.0,1.0,4.5,4.5,5.0,4.1,2.1
7338,f52e30c7e28217f03dd7356695b95b9a,42.0,1.0,4.5,3.75,3.5,2.5,2.0
7339,19c93e55743a92eac7273d8bb9019b27,45.0,0.0,3.5,4.25,3.5,3.5,2.0
7340,7a83418eecfa10f791192d310e381ad8,25.0,0.0,4.15,3.15,2.95,3.45,3.45
7341,484cb9ab6b075050e2ab79c89087046c,36.0,1.0,4.25,3.75,3.5,4.75,1.5
7342,258f2eb087ec07e46cce684f76418596,27.0,1.0,3.5,2.25,4.0,4.0,2.5
7343,9964e5f0ae9a9d67a6efd440b6507ab7,24.0,1.0,4.75,2.75,2.75,2.75,3.25
7344,4ed9730dab23adea3feef1cc7f9c5bdd,38.0,1.0,5.0,5.0,3.0,2.67,1.67
7345,cb6c0c40ffc545a1d52ce9242b157fc6,48.0,1.0,2.75,4.75,5.0,2.33,3.5
7346,0d032dc149ad574cccbd6b2c41365c26,24.0,1.0,3.5,3.25,3.5,1.75,3.25
7347,d2fceadfee9f12dc647bfb8dca0e432d,17.0,1.0,3.0,2.5,3.5,3.75,3.75
7348,a53ce1b4fabb0e57b4e4712106a15504,50.0,1.0,2.25,3.25,3.0,2.5,3.5
7349,5293986f01e2340da26f64d31ae72c3f,52.0,0.0,3.65,4.35,4.55,3.85,2.05
7350,2a551bf70368879a0c0ce44ab632f7b9,30.0,0.0,4.0,2.0,2.5,3.25,3.5
7351,88548d60433726315558d7e990cd37b8,21.0,0.0,4.25,3.33,2.75,3.75,2.75
7352,22409c0f4bf230e703e8d1ac0b536f29,18.0,1.0,2.75,4.0,2.75,3.5,3.25
7353,194b124690aa234271105d87b2f8feb0,22.0,1.0,4.5,2.0,3.0,3.75,2.75
7354,e42029204a2cb10c3c0da2723fd1e004,18.0,1.0,3.75,3.0,3.0,3.8,3.7
7355,4d4a2da3424fecaa5ebe61d16864a4a3,16.0,1.0,3.0,2.5,3.25,2.75,2.75
7356,1a5c6cd988124a085333e69303672eb9,21.0,0.0,4.9,3.75,4.1,4.2,3.1
7357,0c5b49ac191d7b0e851590f69f3732e4,56.0,0.0,4.5,4.5,2.75,4.25,2.5
7358,8bc8b5ce87005e8831a45c461280b653,22.0,0.0,4.25,4.25,4.0,4.25,2.5
7359,7462e9a18fb2d7ecd657f9f0e3659b34,19.0,0.0,4.3,3.85,4.42,4.35,1.7
7360,1ac7976f84b74bb894db79e2f8aaab80,28.0,0.0,3.9,3.75,2.35,4.15,2.53
7361,030f575659bf1b6a5a85172c21805966,20.0,0.0,4.0,4.0,4.25,3.5,1.25
7362,c27371437d14d3c3f080673e704b06f6,18.0,0.0,4.75,2.5,2.25,2.75,4.5
7363,c92d1aa29869633e4ff7ad00fa449f29,20.0,0.0,4.0,3.75,3.0,3.25,4.25
7364,4b0e05b619e8fc7cfa8aaa644a960b84,25.0,0.0,3.5,3.0,2.0,2.5,3.0
7365,7f370bfce1916de10436b20f5e230fd5,47.0,1.0,3.25,3.0,4.0,4.25,2.75
7366,da19153b0fd1495a345cf46d53752bf1,29.0,1.0,4.25,3.0,4.25,2.75,3.5
7367,339402e69fde8ac3b12fe1ccc50e1752,17.0,1.0,4.45,3.8,4.35,4.3,2.8
7368,0052b761e3ebb56d367b89ab42539a22,21.0,0.0,2.5,3.25,4.5,1.5,3.25
7369,c1be33b2b715250e506fb0ec9eb75f11,19.0,0.0,4.0,3.0,2.67,2.25,2.0
7370,b3b413d27a01ab5e962a9d3b573d7731,27.0,0.0,3.5,5.0,4.0,3.75,1.75
7371,1d28136a3c690ea4f048fcaadeb01921,17.0,1.0,2.75,3.0,4.0,4.0,2.5
7372,70f5958ce8e98a3042a750e797c0c0f8,16.0,1.0,3.35,2.95,2.9,3.5,4.65
7373,0409a56eb2f839c00a5310a097dc207a,21.0,0.0,3.75,3.0,3.75,2.75,4.0
